run_key,provider,model_id,prompt_id,condition_id,sentence_id,sentence_text,expected_schema_primary,main_image_schema,literal_or_metaphorical,interpretation,schema_explanation
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0136|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,A stone undergoes physical downward movement along a path that originates above the pond and terminates inside it. The event is entirely literal and spatial.,"SOURCE_PATH_GOAL is primary: the stone traverses a path from an origin (above/beside the pond) to a goal (the pond). VERTICALITY is secondary: 'fell' encodes downward movement along a vertical axis, a canonical fall. CONTAINER is secondary: 'into the pond' frames the pond as a bounded region that the stone enters, invoking the inside/outside and entry structure of the CONTAINER schema. All three schemas are activated literally by the physical event described."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0136|1,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A stone moves along a downward path from some origin point and arrives at a destination (the pond), which is construed as a bounded region it enters.","The sentence describes a concrete physical event with multiple co-active image schemas. SOURCE_PATH_GOAL is primary: the stone traverses a path from an implicit source to the goal (the pond). VERTICALITY is strongly present via 'fell', encoding downward movement along a vertical axis. CONTAINER is secondary via 'into': the pond is construed as a bounded region that the stone enters, activating the inside/outside and entry structure of the CONTAINER schema. All three schemas are grounded in literal physical space with no abstract target domain."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0137|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The sentence describes a lift (elevator) physically moving upward through three floors, tracing a bounded vertical trajectory from an origin point to a destination point.","SOURCE_PATH_GOAL is primary: the lift begins at a starting floor (source), travels through a defined span of three floors (path), and arrives at a destination floor (goal). VERTICALITY is a strong secondary schema: the direction of movement is explicitly upward ('went up'), and the three floors constitute a vertical scale. Both schemas are grounded in literal physical space — there is no abstract target domain being structured by these embodied patterns."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0137|1,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A lift (elevator) physically moves upward through three floors, tracing a bounded vertical path from an origin point to a destination three floors above.","The sentence describes a concrete physical event of directed movement along a path: the lift starts at some floor (SOURCE), travels upward through three floors (PATH with measurable extent), and arrives at a destination floor (GOAL). This is a clear SOURCE_PATH_GOAL schema instantiated in physical space. VERTICALITY is a strong secondary schema because the direction of movement is explicitly upward ('went up'), invoking the UP/DOWN axis and elevation. Both schemas are literal, as the sentence describes an actual spatial displacement of a physical object."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0138|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder is a physical object whose weight and orientation are stabilised by contact with the wall. The wall provides the support that prevents the ladder from falling, while the ladder exerts a force (gravitational/compressive) against the wall. The scene is entirely literal and spatial.","SUPPORT_BALANCE is primary: the ladder depends on the wall for stability; without that contact it would collapse. VERTICALITY is secondary because the ladder is oriented along a vertical axis and 'leaned' implies a near-upright, angled elevation. FORCE is secondary because the leaning posture involves a compressive force vector between ladder and wall — the ladder pushes against the wall and the wall resists. All three schemas are grounded in the physical, embodied geometry of the scene with no abstract target domain."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0138|1,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder is physically resting against the wall in a stable, supported position. The wall provides lateral support that prevents the ladder from falling, while gravity exerts a downward force that the wall and ground together counteract.","SUPPORT_BALANCE is primary: the ladder's stability depends on the wall as a support structure — without it, the ladder would collapse. VERTICALITY is secondary: the ladder is oriented along a vertical axis, leaning at an angle between vertical and horizontal, and the wall itself is a vertical surface. FORCE is secondary: the leaning posture implies gravitational force pressing the ladder against the wall, and the wall exerts a reactive counter-force (normal force), making a force-dynamic relationship implicit in the scene."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0143|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The cup undergoes physical translational movement along a sloped surface, tracing a path from a higher point (implicit source) to a lower point (implicit goal), with a clear downward directional component.","SOURCE_PATH_GOAL is primary: the cup (trajector) moves along a defined path (the slope), implying an origin and a destination. VERTICALITY is secondary: 'down' encodes a vertical orientation — the movement proceeds from a higher elevation to a lower one, activating the UP-DOWN axis. Both schemas are grounded in literal physical space; no abstract target domain is structured by these schemas."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0143|1,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A cup moves physically along a slope from a higher position to a lower one, tracing a path with an implicit origin (top of slope) and destination (bottom of slope).",The sentence describes a concrete physical event of directed movement: the cup (trajector) travels along a path (the slope) from an implicit source toward an implicit goal. This is a clear instantiation of SOURCE_PATH_GOAL. VERTICALITY is a secondary schema because 'down' encodes a vertical orientation — the path is oriented from higher to lower elevation — which is an inherent feature of the slope and the direction of sliding.
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0144|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,A bird moves along a downward trajectory with the field as its destination. The sentence describes a concrete physical event involving directed movement through space.,"SOURCE_PATH_GOAL is primary: the bird (mover) travels along a path (descent) toward a destination (the field). VERTICALITY is secondary: 'descended' encodes a downward vertical dimension — movement from a higher elevation to a lower one — which enriches the directional character of the path. Both schemas operate literally, as the sentence describes an actual physical spatial event with no abstract target domain being structured by embodied experience."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0144|1,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,A bird moves physically downward along a path directed toward a field as its destination.,"The sentence describes a concrete spatial event in which a bird traverses a path from a higher position toward a lower destination (the field). SOURCE_PATH_GOAL is primary: there is a mover (the bird), a directional path (toward the field), and an implied goal (the field). VERTICALITY is a strong secondary schema: 'descended' encodes downward movement along a vertical axis, marking a fall in elevation. Both schemas are activated literally, as the sentence describes a physical, observable event with no abstract target domain."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0145|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A climber physically moves along a path from a lower starting point upward to the summit, which functions as the goal/destination of the journey.","The sentence instantiates a canonical SOURCE_PATH_GOAL schema: there is an implied origin (the base or lower point of the climb), a path of traversal (the ascent), and a clearly defined goal/destination (the summit). The verb 'reached' encodes arrival at the endpoint of that path. VERTICALITY is a strong secondary schema because the path is oriented upward and the summit is the highest point — elevation is intrinsic to the event. Both schemas operate literally: this is a physical spatial event with no abstract target domain being structured by an embodied source domain."
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0145|1,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A climber physically moves along a path from a lower starting point upward to the summit as the goal/destination. This is a straightforward literal description of spatial movement with a clear origin, path, and destination.","SOURCE_PATH_GOAL is primary: the climber is a mover traversing a path from some origin (base of the mountain) to a destination (the summit). VERTICALITY is secondary and strongly co-present: the path is oriented upward, and 'summit' denotes the highest point, encoding vertical elevation. Both schemas are activated literally by the physical act of climbing a mountain."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_0_v1|s0136|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_0_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The stone moves along a directed path from a higher source position downward into the bounded region of the pond. Three schemas converge: SOURCE_PATH_GOAL structures the directed movement from origin to destination; VERTICALITY captures the downward fall ('fell'); and CONTAINER captures the entry into the pond ('into'), with the pond as a bounded region the stone enters.","SOURCE_PATH_GOAL is primary because the sentence describes a complete movement event with an implicit source (above), a traversed path, and a clearly specified goal ('into the pond'). VERTICALITY is secondary because 'fell' encodes downward motion on a vertical axis. CONTAINER is secondary because 'into' marks entry into a bounded region (the pond), activating inside/outside and entry structure."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_0_v1|s0137|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_0_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The lift (trajector) moves along a vertical path from a source location upward through three floors to a goal location. The movement is literal, physical, and directional, with a clearly defined traversal of a measurable span.","SOURCE_PATH_GOAL is primary because the sentence encodes directed movement from an implicit starting point through a path to an endpoint ('three floors' quantifies the traversal). VERTICALITY is secondary because the direction of movement is explicitly upward ('went up'), activating the vertical axis schema with elevation as the salient dimension."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_0_v1|s0138|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_0_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,The ladder is in a stable but dependent positional relationship with the wall: it relies on the wall for support to maintain its inclined posture rather than falling. This is a literal physical scene involving balance and structural dependence.,"SUPPORT_BALANCE is primary because the ladder's stability depends entirely on the wall as a supporting landmark — without it, the ladder would collapse. VERTICALITY is secondary because the ladder is elevated at an angle against a vertical surface, invoking the up/down axis. FORCE is secondary because the leaning posture implies gravitational force acting on the ladder and a reactive contact force from the wall resisting it."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_0_v1|s0139|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_0_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,The flag undergoes directed physical movement from an elevated position downward along a vertical path to the ground as its endpoint.,"The sentence describes a concrete physical event of motion with a clear trajector (the flag), a directed path, and a goal (the ground). SOURCE_PATH_GOAL is primary because the sentence foregrounds traversal toward a destination. VERTICALITY is secondary because the path is specifically downward — 'dropped' encodes a fall along the vertical axis, activating the up/down dimension of the VERTICALITY schema."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_0_v1|s0141|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_0_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The apple moves along a path from a source (the branch) toward an implied goal (the ground), tracing a physically real trajectory. The movement is downward, activating VERTICALITY (fall = decline on a vertical scale). The prior state of the apple resting on or hanging from the branch also activates SUPPORT_BALANCE, which is disrupted at the moment of falling.","SOURCE_PATH_GOAL is primary: 'from the branch' explicitly marks the source, and 'fell' encodes directed movement along a path. VERTICALITY is secondary: 'fell' inherently encodes downward movement on a vertical axis. SUPPORT_BALANCE is secondary: the apple was previously supported by the branch; falling implies the loss of that support/stability."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_0_v1|s0143|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_0_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The cup undergoes directed physical movement along a sloped surface from a higher to a lower position, instantiating a canonical SOURCE_PATH_GOAL schema with an inherent vertical dimension (down) supplied by VERTICALITY.","The sentence describes a concrete physical event: an object (the cup) moves along a defined path (the slope) in a specific direction (downward). This activates SOURCE_PATH_GOAL as the primary schema, with the cup as trajector and the slope as the landmark defining the path. The word 'down' additionally activates VERTICALITY, encoding the directional decline along the vertical axis. Both schemas are literal, grounded in actual spatial and kinematic structure."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_0_v1|s0144|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_0_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The bird moves along a directed path from a higher position downward toward a goal (the field). The movement is both a SOURCE_PATH_GOAL traversal and a VERTICALITY decline, as 'descended' explicitly encodes downward vertical movement.","SOURCE_PATH_GOAL is primary: there is a trajector (the bird) moving along a path toward a goal (the field). VERTICALITY is secondary and tightly integrated: 'descended' specifies that the path is oriented downward on the vertical axis, making the fall/decline aspect salient alongside the directional movement."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_0_v1|s0145|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_0_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The climber moves along a path from a lower starting point upward to the summit as the terminal goal. The verb 'reached' encodes goal-attainment, the endpoint of a traversal. The summit is both the spatial goal of the SOURCE_PATH_GOAL schema and the highest point on a vertical scale, activating VERTICALITY as a secondary schema.","SOURCE_PATH_GOAL is primary: a mover (the climber) traverses a path and arrives at a bounded endpoint (the summit). VERTICALITY is secondary: the summit is structurally the topmost point of an upward scale, and climbing inherently involves upward movement. Both schemas are grounded in literal physical spatial relations."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0136|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The stone moves along a downward path from an elevated source position and arrives at the goal, which is the interior of the pond. Three schemas converge: SOURCE_PATH_GOAL captures the directed movement from source to goal; VERTICALITY captures the downward fall ('fell'); CONTAINER captures the bounded region of the pond and the stone's entry into it ('into').",SOURCE_PATH_GOAL is primary because the sentence foregrounds directed movement with a clear goal ('into the pond'). VERTICALITY is secondary because 'fell' encodes downward motion on a vertical axis. CONTAINER is secondary because 'into' marks entry across a boundary into a bounded region.
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0136|1,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,The stone undergoes directed movement along a downward path from an elevated source position to a goal location that is the interior of the pond. Three schemas converge: SOURCE_PATH_GOAL structures the overall trajectory from origin to destination; VERTICALITY structures the downward dimension of that path ('fell'); and CONTAINER structures the goal as a bounded region that the stone enters ('into the pond').,"SOURCE_PATH_GOAL is primary because the sentence foregrounds directed movement with a clear goal ('into the pond'). VERTICALITY is secondary because 'fell' specifies the path as downward along a vertical axis. CONTAINER is secondary because 'into' marks the pond as a bounded region being entered, encoding the goal as containment."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0137|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The lift (trajector) moves along a vertical path from a source location upward through three floors to a goal location. The movement is literal, physical, and directional, activating both a SOURCE_PATH_GOAL schema (directed traversal through a span) and a VERTICALITY schema (upward orientation along a vertical scale).","SOURCE_PATH_GOAL is primary because the sentence encodes directed movement with a measurable span ('three floors') implying a start point, a traversed path, and an implied endpoint. VERTICALITY is secondary because the direction of travel is explicitly upward ('went up'), invoking the vertical axis and elevation structure."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0137|1,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0137,The lift went up three floors.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The lift (trajector) moves along a vertical path (SOURCE_PATH_GOAL) in an upward direction (VERTICALITY), traversing three floors as a measurable span of the path toward a goal location.","The sentence describes literal physical movement through space. SOURCE_PATH_GOAL is primary: there is a trajector (the lift), a path (the shaft), and an implied goal (three floors up). VERTICALITY is a strong secondary schema, as the direction 'up' and the scalar unit 'three floors' both invoke a vertical axis with elevation. The two schemas are tightly integrated: the path is oriented along the vertical scale."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0138|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder is in a non-vertical, angled resting position, physically supported and stabilised by the wall. The wall provides a counterforce that prevents the ladder from falling, establishing a balance relationship between the two objects under gravity.","SUPPORT_BALANCE is primary: the ladder depends on the wall for its stable, non-collapsed position. VERTICALITY is secondary: the ladder's angled elevation relative to the ground and wall is intrinsic to the scene. FORCE is secondary: the leaning posture implies gravitational pull on the ladder and a reactive contact force from the wall — a mild force-dynamic equilibrium captured by 'leaned against'."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0138|1,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,"The ladder is in a physically stable but dependent posture, resting its weight against the wall. The wall acts as a support structure preventing the ladder from falling, while the ladder itself is oriented at an angle along a vertical axis.","SUPPORT_BALANCE is primary: the ladder depends on the wall for its stability — without the wall's support, the ladder would collapse. VERTICALITY is secondary: the ladder is oriented along a vertical axis, elevated off the ground at an angle. FORCE is secondary: there is a physical force dynamic at play — gravity pulls the ladder downward and the wall exerts a reactive/resistive force keeping it in place."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0139|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,The flag moves along a downward path from an elevated source position to the ground as its goal. The motion is both a traversal (SOURCE_PATH_GOAL) and a descent along a vertical axis (VERTICALITY).,"The sentence describes a concrete physical event: an object (the flag) travels from a higher position downward to the ground. SOURCE_PATH_GOAL captures the directed movement with a clear goal (the ground). VERTICALITY is a strong secondary schema because the path is specifically downward — 'dropped' encodes a fall along the vertical axis, implying decline/descent."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0139|1,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The flag moves along a directed path from a higher position downward to the ground, instantiating both a SOURCE_PATH_GOAL schema (directed movement from source to goal) and a VERTICALITY schema (downward fall along a vertical axis).","The verb 'dropped' encodes directed movement along a path terminating at a goal ('the ground'), making SOURCE_PATH_GOAL the primary schema. The downward directionality ('to the ground') simultaneously activates VERTICALITY, specifically the fall/decline pole of the vertical scale. Both schemas are grounded in literal physical spatial structure."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0141|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The apple moves along a path from a source (the branch) toward an implied goal (the ground), tracing a literal physical trajectory. The movement is inherently downward, activating VERTICALITY (fall = descent on a vertical scale). The prior resting state on the branch also implies a SUPPORT_BALANCE schema: the branch previously supported the apple, and the falling event represents the loss of that support.","SOURCE_PATH_GOAL is primary because the sentence encodes directed movement from a named source (branch) along a path (the fall) toward an implied goal (ground). VERTICALITY is secondary because 'fell' specifically encodes downward movement on a vertical axis. SUPPORT_BALANCE is secondary because the departure from the branch implies the prior support relationship has ended, triggering the motion event."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0141|1,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The apple moves along a path from a source (the branch) toward an implied goal (the ground), tracing a downward trajectory. The primary schema is SOURCE_PATH_GOAL, capturing the movement from origin to destination. VERTICALITY is strongly activated by 'fell', encoding downward motion on a vertical scale. SUPPORT_BALANCE is secondarily activated because the apple was previously supported by the branch, and 'fell' implies the loss of that support relationship.","SOURCE_PATH_GOAL: the branch is the source, the apple is the trajector moving along a path. VERTICALITY: 'fell' encodes downward movement on the vertical axis. SUPPORT_BALANCE: the prior attachment to the branch constituted a support relation whose termination caused the fall."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0143|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The cup undergoes directed physical movement along a sloped surface from a higher to a lower position. The sentence encodes a canonical SOURCE_PATH_GOAL schema: the cup (trajector) traverses a path defined by the slope's incline. The downward direction simultaneously activates a VERTICALITY schema (decline/fall axis), reinforcing the spatial structure of the event.",SOURCE_PATH_GOAL is primary because the sentence foregrounds movement through a spatial span ('slid down the slope'). VERTICALITY is secondary because 'down' explicitly encodes the vertical axis — the cup moves along a declining elevation. Both schemas are literal: the sentence describes a concrete physical event with no abstract domain being structured by spatial logic.
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0143|1,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The cup undergoes directed physical movement along a sloped surface from a higher to a lower position, instantiating both a path traversal and a downward vertical displacement.","SOURCE_PATH_GOAL is primary: the cup (trajector) moves along a path (the slope's surface) from an implied source (top) toward an implied goal (bottom). VERTICALITY is a strong secondary schema: 'down' encodes a decline in elevation, structuring the directionality of the path. The two schemas are tightly integrated — the path is defined by its vertical orientation."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0144|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,The bird moves along a directed path from a higher position downward toward a goal location (the field). The movement is both spatially directed (SOURCE_PATH_GOAL) and vertically oriented (VERTICALITY: descent implies downward movement on a vertical scale).,The verb 'descended' encodes both directed motion along a path toward a goal ('toward the field') and a downward vertical trajectory. SOURCE_PATH_GOAL is primary because the sentence foregrounds directed movement with an explicit goal. VERTICALITY is secondary because 'descended' specifically encodes downward movement on a vertical axis.
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0144|1,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,The bird moves along a directed path from a higher position downward toward the field as a goal. The sentence encodes both a SOURCE_PATH_GOAL structure (directed movement toward a destination) and a VERTICALITY structure (downward decline in elevation).,"SOURCE_PATH_GOAL is primary: the bird is the trajector moving along a path with the field as the goal. VERTICALITY is secondary and tightly integrated: 'descended' specifies that the path is oriented downward on the vertical axis, encoding a fall or decline in elevation. Both schemas are grounded in literal physical space."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0145|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,The climber moves along a physical upward path from an implied starting point and arrives at the summit as the endpoint of that trajectory.,"The verb 'reached' activates a SOURCE_PATH_GOAL schema: there is a mover (the climber), a directed path of traversal, and a clearly defined goal endpoint (the summit). The summit also activates a VERTICALITY schema as it denotes the highest point of a vertical scale, reinforcing the upward directionality of the path. Both schemas are grounded in literal physical spatial structure."
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0145|1,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The climber moves along a path from a lower starting point upward to the summit as the terminal goal. The verb 'reached' encodes goal-attainment, the endpoint of a traversal. The summit simultaneously activates VERTICALITY as the highest point on a vertical scale.","SOURCE_PATH_GOAL is primary: 'reached' profiles the completion of directed movement toward a goal (the summit). VERTICALITY is secondary: the summit is inherently the topmost point of a vertical elevation, reinforcing the upward directionality of the path. Both schemas are literal, grounded in physical spatial reality."
gemini_2_5_flash|p_direct_schema_v1|c_temp_0_v1|s0136|0,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_0_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,"The stone moved downwards and entered the pond, becoming enclosed within its boundaries.","Describes the stone's movement from a source, along a vertical path, to the pond as a container goal."
gemini_2_5_flash|p_direct_schema_v1|c_temp_0_v1|s0138|0,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_0_v1,s0138,The ladder leaned against the wall.,VERTICALITY,SUPPORT_BALANCE,literal,A ladder was positioned with its weight resting on and supported by a wall.,"The wall provides stability and prevents the ladder from falling, exemplifying SUPPORT_BALANCE."
gemini_2_5_flash|p_direct_schema_v1|c_temp_0_v1|s0139|0,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_0_v1,s0139,The flag dropped to the ground.,VERTICALITY,SOURCE_PATH_GOAL,literal,The flag moved from a higher position along a downward path until it reached the ground.,"SOURCE_PATH_GOAL structures the flag's movement from an implicit source, along a path, to the ground (goal)."
gemini_2_5_flash|p_direct_schema_v1|c_temp_0_v1|s0141|0,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_0_v1,s0141,The apple fell from the branch.,VERTICALITY,SOURCE_PATH_GOAL,literal,An apple detached from a branch and moved downwards.,SOURCE_PATH_GOAL describes the apple's movement from its origin. VERTICALITY specifies the downward direction.
gemini_2_5_flash|p_direct_schema_v1|c_temp_0_v1|s0143|0,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_0_v1,s0143,The cup slid down the slope.,VERTICALITY,SOURCE_PATH_GOAL,literal,The cup moved smoothly from a higher to a lower position on an inclined surface.,SOURCE_PATH_GOAL describes the cup's movement along a path; VERTICALITY specifies the downward direction.
gemini_2_5_flash|p_direct_schema_v1|c_temp_0_v1|s0144|0,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_0_v1,s0144,The bird descended toward the field.,VERTICALITY,SOURCE_PATH_GOAL,literal,"A bird moved downwards from a higher position, approaching the field as its destination.",SOURCE_PATH_GOAL structures the bird's movement from an implied origin to the field as a goal. VERTICALITY specifies the downward direction.
gemini_2_5_flash|p_direct_schema_v1|c_temp_0_v1|s0145|0,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_0_v1,s0145,The climber reached the summit.,VERTICALITY,SOURCE_PATH_GOAL,literal,A climber successfully arrived at the highest point of a mountain or hill.,SOURCE_PATH_GOAL represents movement towards a destination; VERTICALITY emphasizes the upward journey and height.
gemini_2_5_flash|p_direct_schema_v1|c_temp_03_v1|s0136|0,google,gemini_2_5_flash,p_direct_schema_v1,c_temp_03_v1,s0136,The stone fell into the pond.,VERTICALITY,SOURCE_PATH_GOAL,literal,A stone moved downwards from a starting point and entered the bounded region of the pond.,"SOURCE_PATH_GOAL describes the stone's movement to a goal, which is a CONTAINER, with VERTICALITY defining the downward path."
