run_key,provider,model_id,prompt_id,condition_id,sentence_id,main_image_schema,literal_or_metaphorical,schema_present,interpretation,schema_explanation,raw_response
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0192|1,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0192,CONTAINER,literal,yes,The nurse wrote down or entered the temperature reading into a document or system for storage and future reference.,"The act of 'recording' involves placing information (the temperature) into a designated storage medium (the record, whether a physical book or a digital system), which functions as a CONTAINER for that information.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The nurse wrote down or entered the temperature reading into a document or system for storage and future reference."",
  ""schema_explanation"": ""The act of 'recording' involves placing information (the temperature) into a designated storage medium (the record, whether a physical book or a digital system), which functions as a CONTAINER for that information."",
  ""confidence"": ""high""
}"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_0_v1|s0192|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_0_v1,s0192,CONTAINER,metaphorical,yes,The nurse stored the temperature measurement within a record-keeping system or document.,"The act of 'recording' is conceptualized as placing an abstract entity (the temperature, as information) into a bounded region (the record, file, or system) for storage and retrieval. This maps the physical act of putting an object into a container to the abstract act of storing information.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""metaphorical"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [
    ""physical containment""
  ],
  ""target_domain"": [
    ""information storage""
  ],
  ""interpretation"": ""The nurse stored the temperature measurement within a record-keeping system or document."",
  ""schema_explanation"": ""The act of 'recording' is conceptualized as placing an abstract entity (the temperature, as information) into a bounded region (the record, file, or system) for storage and retrieval. This maps the physical act of putting an object into a container to the abstract act of storing information."",
  ""confidence"": ""high"",
  ""trajector"": ""the temperature"",
  ""landmark_or_container"": ""the record (implied)"",
  ""source"": """",
  ""path"": """",
  ""goal"": """",
  ""obstacle"": """",
  ""force"": """"
}"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0192|1,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0192,CONTAINER,metaphorical,yes,The numerical value representing the temperature was entered into a record or system for storage and future reference.,"The act of 'recording' metaphorically employs the CONTAINER schema. The 'temperature' (information) is conceptualized as a trajector being placed 'into' a bounded region, which is the 'record' (e.g., a chart, a database, a document) serving as the container for information storage.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""metaphorical"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [
    ""physical containment"",
    ""placing objects into a bounded region""
  ],
  ""target_domain"": [
    ""information storage"",
    ""data management""
  ],
  ""interpretation"": ""The numerical value representing the temperature was entered into a record or system for storage and future reference."",
  ""schema_explanation"": ""The act of 'recording' metaphorically employs the CONTAINER schema. The 'temperature' (information) is conceptualized as a trajector being placed 'into' a bounded region, which is the 'record' (e.g., a chart, a database, a document) serving as the container for information storage."",
  ""confidence"": ""high"",
  ""trajector"": ""the temperature"",
  ""landmark_or_container"": ""the record (implied)"",
  ""source"": """",
  ""path"": """",
  ""goal"": """",
  ""obstacle"": """",
  ""force"": """"
}"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_0_v1|s0194|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_0_v1,s0194,SOURCE_PATH_GOAL,metaphorical,yes,"The teacher guided the students through the concepts of grammar, leading them from a state of not knowing to a state of understanding.",The act of 'explaining' is metaphorically understood as guiding someone along a path (the explanation itself) from a source (lack of understanding) to a goal (understanding). The teacher acts as the agent providing the path or guiding the learner.,"{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""metaphorical"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [
    ""PHYSICAL MOVEMENT"",
    ""GUIDANCE""
  ],
  ""target_domain"": [
    ""COMMUNICATION"",
    ""UNDERSTANDING""
  ],
  ""interpretation"": ""The teacher guided the students through the concepts of grammar, leading them from a state of not knowing to a state of understanding."",
  ""schema_explanation"": ""The act of 'explaining' is metaphorically understood as guiding someone along a path (the explanation itself) from a source (lack of understanding) to a goal (understanding). The teacher acts as the agent providing the path or guiding the learner."",
  ""confidence"": ""medium""
}"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0194|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0194,SOURCE_PATH_GOAL,metaphorical,yes,The teacher communicated the grammar rules in a way that led the students to understand them.,The act of 'explaining' is metaphorically understood as guiding someone along a path (the explanation) from a state of not knowing to a state of understanding (the goal). The teacher acts as the source of this guidance.,"{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""metaphorical"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [
    ""MOVEMENT""
  ],
  ""target_domain"": [
    ""COMMUNICATION"",
    ""UNDERSTANDING""
  ],
  ""interpretation"": ""The teacher communicated the grammar rules in a way that led the students to understand them."",
  ""schema_explanation"": ""The act of 'explaining' is metaphorically understood as guiding someone along a path (the explanation) from a state of not knowing to a state of understanding (the goal). The teacher acts as the source of this guidance."",
  ""confidence"": ""high""
}"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_0_v1|s0197|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_0_v1,s0197,CONTAINER,literal,yes,"The child physically drew a circle, producing a closed, bounded region on a surface. The resulting circle is a prototypical CONTAINER schema instantiation: it defines an inside and an outside, creating a bounded enclosure. The act of drawing also involves a path (the pencil/crayon traversing a continuous route that returns to its origin), making SOURCE_PATH_GOAL a secondary schema.","A circle is the canonical embodied realisation of the CONTAINER schema: it is a closed boundary that separates an interior from an exterior. The drawing action itself traces a SOURCE_PATH_GOAL structure — the instrument starts at a point (source), travels along a curved path, and returns to the starting point (goal/destination). Both schemas are literal, grounded in the physical act of mark-making on a surface.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [""SOURCE_PATH_GOAL""],
  ""source_domain"": [""drawing"", ""circular line"", ""bounded region""],
  ""target_domain"": [],
  ""interpretation"": ""The child physically drew a circle, producing a closed, bounded region on a surface. The resulting circle is a prototypical CONTAINER schema instantiation: it defines an inside and an outside, creating a bounded enclosure. The act of drawing also involves a path (the pencil/crayon traversing a continuous route that returns to its origin), making SOURCE_PATH_GOAL a secondary schema."",
  ""schema_explanation"": ""A circle is the canonical embodied realisation of the CONTAINER schema: it is a closed boundary that separates an interior from an exterior. The drawing action itself traces a SOURCE_PATH_GOAL structure — the instrument starts at a point (source), travels along a curved path, and returns to the starting point (goal/destination). Both schemas are literal, grounded in the physical act of mark-making on a surface."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0197|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0197,SOURCE_PATH_GOAL,literal,yes,"The act of drawing a circle involves a hand physically traversing a closed path — starting at an origin point, moving continuously along a curved trajectory, and returning to the starting point as the goal. The completed circle also instantiates a CONTAINER schema, as it creates a bounded region with a distinguishable inside and outside.","SOURCE_PATH_GOAL is primary because the drawing action is fundamentally a physical traversal: the child's hand (or instrument) moves from a source point, along a curved path, back to the origin/goal. CONTAINER is secondary because the product of that path — the circle — is a prototypical bounded region, one of the clearest physical instantiations of the CONTAINER schema (inside vs. outside, enclosed boundary). Both schemas are literal: no abstract domain is being structured by an embodied source domain.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [""CONTAINER""],
  ""source_domain"": [""drawing a circle"", ""hand movement along a path"", ""bounded region created by tracing""],
  ""target_domain"": [],
  ""interpretation"": ""The act of drawing a circle involves a hand physically traversing a closed path — starting at an origin point, moving continuously along a curved trajectory, and returning to the starting point as the goal. The completed circle also instantiates a CONTAINER schema, as it creates a bounded region with a distinguishable inside and outside."",
  ""schema_explanation"": ""SOURCE_PATH_GOAL is primary because the drawing action is fundamentally a physical traversal: the child's hand (or instrument) moves from a source point, along a curved path, back to the origin/goal. CONTAINER is secondary because the product of that path — the circle — is a prototypical bounded region, one of the clearest physical instantiations of the CONTAINER schema (inside vs. outside, enclosed boundary). Both schemas are literal: no abstract domain is being structured by an embodied source domain."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0197|1,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0197,CONTAINER,literal,yes,"The child physically drew a circle, producing a closed, bounded region on a surface. The resulting circle is a paradigmatic CONTAINER schema instantiation: it defines an interior, an exterior, and a boundary separating the two.","A circle is the prototypical embodiment of the CONTAINER schema in two dimensions — it creates a closed boundary that distinguishes inside from outside. The act of drawing it also invokes a weak SOURCE_PATH_GOAL schema: the pencil/crayon traces a continuous path that originates at a starting point and returns to that same point (goal = closure of the boundary). Both schemas are grounded in literal, physical spatial experience rather than any abstract or metaphorical mapping.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [""SOURCE_PATH_GOAL""],
  ""source_domain"": [""drawing"", ""circular line"", ""bounded region""],
  ""target_domain"": [],
  ""interpretation"": ""The child physically drew a circle, producing a closed, bounded region on a surface. The resulting circle is a paradigmatic CONTAINER schema instantiation: it defines an interior, an exterior, and a boundary separating the two."",
  ""schema_explanation"": ""A circle is the prototypical embodiment of the CONTAINER schema in two dimensions — it creates a closed boundary that distinguishes inside from outside. The act of drawing it also invokes a weak SOURCE_PATH_GOAL schema: the pencil/crayon traces a continuous path that originates at a starting point and returns to that same point (goal = closure of the boundary). Both schemas are grounded in literal, physical spatial experience rather than any abstract or metaphorical mapping."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_0_v1|s0197|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_0_v1,s0197,SOURCE_PATH_GOAL,literal,yes,"Drawing a circle involves a physical trajector (the drawing implement guided by the child's hand) moving along a curved path that begins at a source point and returns to that same point as its goal, completing a closed loop. The act of drawing is thus grounded in SOURCE_PATH_GOAL structure. Secondarily, the resulting circle instantiates a CONTAINER schema: it creates a bounded region with a clear inside and outside, even if containment is not the sentence's primary focus.","The primary schema is SOURCE_PATH_GOAL because the core event is the traversal of a path by a moving instrument. The secondary CONTAINER schema is warranted because a circle is prototypically a closed boundary that defines interior and exterior space — this is a well-established, non-speculative embodied structure activated by the word 'circle'.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [""CONTAINER""],
  ""trajector"": ""the child's hand/pencil"",
  ""landmark_or_container"": ""circle (closed path / bounded region)"",
  ""source"": ""starting point of the drawing stroke"",
  ""path"": ""the continuous curved stroke traced on the surface"",
  ""goal"": ""completion of the closed circular form"",
  ""obstacle"": """",
  ""force"": """",
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""Drawing a circle involves a physical trajector (the drawing implement guided by the child's hand) moving along a curved path that begins at a source point and returns to that same point as its goal, completing a closed loop. The act of drawing is thus grounded in SOURCE_PATH_GOAL structure. Secondarily, the resulting circle instantiates a CONTAINER schema: it creates a bounded region with a clear inside and outside, even if containment is not the sentence's primary focus."",
  ""schema_explanation"": ""The primary schema is SOURCE_PATH_GOAL because the core event is the traversal of a path by a moving instrument. The secondary CONTAINER schema is warranted because a circle is prototypically a closed boundary that defines interior and exterior space — this is a well-established, non-speculative embodied structure activated by the word 'circle'."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0197|0,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0197,SOURCE_PATH_GOAL,literal,yes,"Drawing a circle involves a literal physical traversal: the hand moves along a curved path from a starting point back to the same point, completing a closed trajectory. The resulting circle also activates a secondary CONTAINER schema, as the finished shape defines a bounded region with a clear inside and outside.","The act of drawing enacts SOURCE_PATH_GOAL in a literal, embodied sense — the hand/implement travels a continuous path to reach a goal (the completed figure). The circle as an artifact then instantiates CONTAINER, since a closed curve creates an interior and exterior boundary.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [""CONTAINER""],
  ""trajector"": ""the child's hand/pencil"",
  ""landmark_or_container"": ""circle (closed path / bounded region)"",
  ""source"": ""starting point of the drawing motion"",
  ""path"": ""the continuous curved line traced by the drawing implement"",
  ""goal"": ""completion of the closed circular form"",
  ""obstacle"": """",
  ""force"": """",
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""Drawing a circle involves a literal physical traversal: the hand moves along a curved path from a starting point back to the same point, completing a closed trajectory. The resulting circle also activates a secondary CONTAINER schema, as the finished shape defines a bounded region with a clear inside and outside."",
  ""schema_explanation"": ""The act of drawing enacts SOURCE_PATH_GOAL in a literal, embodied sense — the hand/implement travels a continuous path to reach a goal (the completed figure). The circle as an artifact then instantiates CONTAINER, since a closed curve creates an interior and exterior boundary."",
  ""confidence"": ""high""
}
```"
claude_sonnet_4_6|p_structured_roles_v2_abstention|c_temp_03_v1|s0197|1,anthropic,claude_sonnet_4_6,p_structured_roles_v2_abstention,c_temp_03_v1,s0197,SOURCE_PATH_GOAL,literal,yes,"Drawing a circle involves a physical trajector (the drawing instrument guided by the child's hand) moving along a curved path that begins at a source point and returns to that same point as its goal, completing a closed traversal. The resulting circle also instantiates a CONTAINER schema as a bounded region with a clear inside and outside.","The act of drawing is a literal physical movement through space: the hand/pencil traverses a path from a source to a goal. The circular shape produced is itself a closed path and a bounded region, making CONTAINER a secondary but genuine schema. Both schemas are grounded in direct embodied spatial experience.","```json
{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [""CONTAINER""],
  ""trajector"": ""the child's hand/pencil"",
  ""landmark_or_container"": ""circle (closed path / bounded region)"",
  ""source"": ""starting point of the drawing stroke"",
  ""path"": ""the continuous curved stroke traced on the surface"",
  ""goal"": ""completion of the closed circular form"",
  ""obstacle"": """",
  ""force"": """",
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""Drawing a circle involves a physical trajector (the drawing instrument guided by the child's hand) moving along a curved path that begins at a source point and returns to that same point as its goal, completing a closed traversal. The resulting circle also instantiates a CONTAINER schema as a bounded region with a clear inside and outside."",
  ""schema_explanation"": ""The act of drawing is a literal physical movement through space: the hand/pencil traverses a path from a source to a goal. The circular shape produced is itself a closed path and a bounded region, making CONTAINER a secondary but genuine schema. Both schemas are grounded in direct embodied spatial experience."",
  ""confidence"": ""high""
}
```"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_0_v1|s0197|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_0_v1,s0197,CONTAINER,literal,yes,"The child created a bounded, circular shape on a surface.","A circle inherently defines a bounded region, separating an 'inside' from an 'outside', which is the core characteristic of the CONTAINER schema. The act of drawing creates this boundary.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The child created a bounded, circular shape on a surface."",
  ""schema_explanation"": ""A circle inherently defines a bounded region, separating an 'inside' from an 'outside', which is the core characteristic of the CONTAINER schema. The act of drawing creates this boundary."",
  ""confidence"": ""high""
}"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0197|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0197,CONTAINER,literal,yes,"The child created a bounded, circular region on a surface.","The 'circle' itself is a bounded region, which is a core aspect of the CONTAINER schema. The act of 'drew' implies the tracing of a path to create this boundary, which relates to the SOURCE_PATH_GOAL schema.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [
    ""SOURCE_PATH_GOAL""
  ],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The child created a bounded, circular region on a surface."",
  ""schema_explanation"": ""The 'circle' itself is a bounded region, which is a core aspect of the CONTAINER schema. The act of 'drew' implies the tracing of a path to create this boundary, which relates to the SOURCE_PATH_GOAL schema."",
  ""confidence"": ""high""
}"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_03_v1|s0197|1,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_03_v1,s0197,CONTAINER,literal,yes,"The child created a closed, circular boundary.","The circle itself is a bounded region, clearly separating an 'inside' from an 'outside', which is the definition of a CONTAINER schema. The act of 'drew' also implies a path traced by a drawing implement, suggesting a secondary SOURCE_PATH_GOAL schema for the action.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [
    ""SOURCE_PATH_GOAL""
  ],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The child created a closed, circular boundary."",
  ""schema_explanation"": ""The circle itself is a bounded region, clearly separating an 'inside' from an 'outside', which is the definition of a CONTAINER schema. The act of 'drew' also implies a path traced by a drawing implement, suggesting a secondary SOURCE_PATH_GOAL schema for the action."",
  ""confidence"": ""high""
}"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_0_v1|s0197|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_0_v1,s0197,SOURCE_PATH_GOAL,literal,yes,"The child moved a drawing instrument along a curved path, starting from a point and returning to it, thereby creating a circular, bounded shape.",,"{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [""CONTAINER""],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The child moved a drawing instrument along a curved path, starting from a point and returning to it, thereby creating a circular, bounded shape."",
  ""schema_explanation"": ""The verb 'drew' implies a trajector (the drawing instrument) moving from a source, along a path, to a goal (completing the circle). The resulting 'circle' inherently defines a bounded region, thus also instantiating the"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0197|0,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0197,CONTAINER,literal,yes,"The child created a bounded, enclosed shape on a surface.","Drawing a circle creates a bounded region, defining an inside and an outside, which is the core structure of the CONTAINER schema.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The child created a bounded, enclosed shape on a surface."",
  ""schema_explanation"": ""Drawing a circle creates a bounded region, defining an inside and an outside, which is the core structure of the CONTAINER schema."",
  ""confidence"": ""high"",
  ""trajector"": """",
  ""landmark_or_container"": ""a circle"",
  ""source"": """",
  ""path"": """",
  ""goal"": """",
  ""obstacle"": """",
  ""force"": """"
}"
gemini_2_5_flash|p_structured_roles_v2_abstention|c_temp_03_v1|s0197|1,google,gemini_2_5_flash,p_structured_roles_v2_abstention,c_temp_03_v1,s0197,SOURCE_PATH_GOAL,literal,yes,"The child physically moved a drawing instrument along a curved path to create a closed, bounded shape on a surface.","The act of 'drew' involves a trajector (the drawing instrument) moving along a path to create the shape, thus embodying the SOURCE_PATH_GOAL schema. The resulting 'circle' itself is a bounded region, which instantiates the CONTAINER schema.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""literal"",
  ""main_image_schema"": ""SOURCE_PATH_GOAL"",
  ""secondary_image_schemas"": [
    ""CONTAINER""
  ],
  ""source_domain"": [],
  ""target_domain"": [],
  ""interpretation"": ""The child physically moved a drawing instrument along a curved path to create a closed, bounded shape on a surface."",
  ""schema_explanation"": ""The act of 'drew' involves a trajector (the drawing instrument) moving along a path to create the shape, thus embodying the SOURCE_PATH_GOAL schema. The resulting 'circle' itself is a bounded region, which instantiates the CONTAINER schema."",
  ""confidence"": ""high"",
  ""trajector"": ""the drawing instrument (implicitly, held by the child)"",
  ""landmark_or_container"": ""the circle (as a bounded region)"",
  ""source"": ""the starting point of the drawing"",
  ""path"": ""the curved trajectory of the drawing instrument"",
  ""goal"": ""the completion point where the path closes"",
  ""obstacle"": """",
  ""force"": """"
}"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_0_v1|s0199|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_0_v1,s0199,CONTAINER,uncertain,uncertain,"The verb 'saved' in a digital/archival context evokes the idea of placing or retaining something within a bounded storage space (a file system, drive, or archive) so that it is preserved and does not escape or disappear. This maps loosely onto a CONTAINER schema: the transcript is kept inside a bounded region rather than lost outside it.","The CONTAINER schema is potentially active because 'saving' a file implies moving or securing it into a persistent bounded region (storage) and preventing its exit (loss). However, this mapping is weak and largely conventional rather than vividly spatial, so confidence is low. The sentence could equally be treated as a routine action verb with no strong image-schema activation, similar to the negative control examples.","```json
{
  ""schema_present"": ""uncertain"",
  ""literal_or_metaphorical"": ""uncertain"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [""bounded storage space"", ""placing an object inside a container for preservation""],
  ""target_domain"": [""digital file preservation"", ""retaining a document in a storage system""],
  ""interpretation"": ""The verb 'saved' in a digital/archival context evokes the idea of placing or retaining something within a bounded storage space (a file system, drive, or archive) so that it is preserved and does not escape or disappear. This maps loosely onto a CONTAINER schema: the transcript is kept inside a bounded region rather than lost outside it."",
  ""schema_explanation"": ""The CONTAINER schema is potentially active because 'saving' a file implies moving or securing it into a persistent bounded region (storage) and preventing its exit (loss). However, this mapping is weak and largely conventional rather than vividly spatial, so confidence is low. The sentence could equally be treated as a routine action verb with no strong image-schema activation, similar to the negative control examples."",
  ""confidence"": ""low""
}
```"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0199|0,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0199,CONTAINER,uncertain,uncertain,"The verb 'saved' in a digital/computing context evokes the idea of placing or retaining data within a bounded storage location (a file system, drive, or memory), which maps onto a CONTAINER schema. However, this reading is not strongly foregrounded in the sentence, and 'saved' can also function as a relatively conventionalised technical term with diminished spatial imagery.","If 'saved' activates the embodied notion of putting something into a bounded region for safekeeping (CONTAINER: entry into a storage space), a metaphorical CONTAINER schema is present, with the storage medium as the container and the transcript as the entity placed inside it. The confidence is low-to-medium because the spatial structure is backgrounded and the term is highly conventionalised in digital contexts, making it borderline between a live metaphor and a dead/lexicalised one.","```json
{
  ""schema_present"": ""uncertain"",
  ""literal_or_metaphorical"": ""uncertain"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [""bounded storage space"", ""placing an object inside a container for preservation""],
  ""target_domain"": [""digital file preservation"", ""retaining data in a storage system""],
  ""interpretation"": ""The verb 'saved' in a digital/computing context evokes the idea of placing or retaining data within a bounded storage location (a file system, drive, or memory), which maps onto a CONTAINER schema. However, this reading is not strongly foregrounded in the sentence, and 'saved' can also function as a relatively conventionalised technical term with diminished spatial imagery."",
  ""schema_explanation"": ""If 'saved' activates the embodied notion of putting something into a bounded region for safekeeping (CONTAINER: entry into a storage space), a metaphorical CONTAINER schema is present, with the storage medium as the container and the transcript as the entity placed inside it. The confidence is low-to-medium because the spatial structure is backgrounded and the term is highly conventionalised in digital contexts, making it borderline between a live metaphor and a dead/lexicalised one."",
  ""confidence"": ""low""
}
```"
claude_sonnet_4_6|p_direct_schema_v2_abstention|c_temp_03_v1|s0199|1,anthropic,claude_sonnet_4_6,p_direct_schema_v2_abstention,c_temp_03_v1,s0199,CONTAINER,uncertain,uncertain,"The verb 'saved' in a digital/document context evokes the idea of placing or retaining data within a bounded storage space (a file system, drive, or archive), structuring the abstract act of preservation via a CONTAINER schema. However, this mapping is weak and borderline: 'saved' in everyday usage is highly conventionalised and may no longer activate a vivid spatial schema.","If any schema is present, it is CONTAINER: the transcript is conceptualised as being placed into or kept within a bounded region (storage medium) so it is not lost. The act of saving implies entry into and retention within a container-like space. This is tentative because the word 'saved' is highly lexicalised and the spatial structure is not strongly foregrounded in the sentence.","```json
{
  ""schema_present"": ""uncertain"",
  ""literal_or_metaphorical"": ""uncertain"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [""bounded storage space"", ""placing an object inside a container for preservation""],
  ""target_domain"": [""digital file preservation"", ""retaining a document in a storage system""],
  ""interpretation"": ""The verb 'saved' in a digital/document context evokes the idea of placing or retaining data within a bounded storage space (a file system, drive, or archive), structuring the abstract act of preservation via a CONTAINER schema. However, this mapping is weak and borderline: 'saved' in everyday usage is highly conventionalised and may no longer activate a vivid spatial schema."",
  ""schema_explanation"": ""If any schema is present, it is CONTAINER: the transcript is conceptualised as being placed into or kept within a bounded region (storage medium) so it is not lost. The act of saving implies entry into and retention within a container-like space. This is tentative because the word 'saved' is highly lexicalised and the spatial structure is not strongly foregrounded in the sentence."",
  ""confidence"": ""low""
}
```"
gemini_2_5_flash|p_direct_schema_v2_abstention|c_temp_0_v1|s0199|0,google,gemini_2_5_flash,p_direct_schema_v2_abstention,c_temp_0_v1,s0199,CONTAINER,metaphorical,yes,The act of 'saving' a digital transcript is understood metaphorically as placing a piece of information (conceptualized as an object) into a storage location (conceptualized as a container) to preserve it from loss.,"The act of 'saving' a digital file evokes the CONTAINER schema, where the digital data (transcript) is conceptualized as an object being placed into a storage medium (e.g., hard drive, cloud) which functions as a container, thereby preserving it. This is a highly conventionalized metaphor where INFORMATION IS AN OBJECT and STORAGE IS A CONTAINER.","{
  ""schema_present"": ""yes"",
  ""literal_or_metaphorical"": ""metaphorical"",
  ""main_image_schema"": ""CONTAINER"",
  ""secondary_image_schemas"": [],
  ""source_domain"": [
    ""physical storage"",
    ""physical objects""
  ],
  ""target_domain"": [
    ""digital information"",
    ""digital preservation""
  ],
  ""interpretation"": ""The act of 'saving' a digital transcript is understood metaphorically as placing a piece of information (conceptualized as an object) into a storage location (conceptualized as a container) to preserve it from loss."",
  ""schema_explanation"": ""The act of 'saving' a digital file evokes the CONTAINER schema, where the digital data (transcript) is conceptualized as an object being placed into a storage medium (e.g., hard drive, cloud) which functions as a container, thereby preserving it. This is a highly conventionalized metaphor where INFORMATION IS AN OBJECT and STORAGE IS A CONTAINER."",
  ""confidence"": ""high""
}"
